"x" "y"
"1" 0.0891387008588464 1
"2" 1.28564794372071 2
"3" 1.31896622926199 3
"4" 1.57266431627444 4
"5" 0.174059464966108 5
"6" -1.44068186625604 6
"7" -0.16542023588377 7
"8" -0.322209843984093 8
"9" -1.53964441535919 9
"10" -0.168025208138271 10
"11" -0.613437328029028 11
"12" -1.1531859206871 12
"13" -1.72749135796128 13
"14" 0.685113358620846 14
"15" -0.391700427429058 15
"16" 2.1444463108223 16
"17" 1.08787601412219 17
"18" 0.399379848286016 18
"19" 0.00707926823868149 19
"20" 0.927306987434422 20
"21" 0.025578907691649 21
"22" 1.25939369287296 22
"23" 0.561327138889729 23
"24" -0.549691849276195 24
"25" -1.08315616694254 25
"26" 0.174103520893498 26
"27" -1.62899407571094 27
"28" -1.11331858967163 28
"29" 0.0555762404005548 29
"30" -0.260546332157525 30
"31" -0.68257493403471 31
"32" -0.46578446092876 32
"33" -1.90278329957152 33
"34" 0.379885391972533 34
"35" -0.0228166084584221 35
"36" 2.13432279973641 36
"37" 0.0681247815916181 37
"38" 0.834351211061428 38
"39" 1.63295034583204 39
"40" 0.774205442317804 40
"41" -0.734965538036722 41
"42" 0.892241438644577 42
"43" 1.11809534326149 43
"44" 1.62165825604641 44
"45" 0.737081535723254 45
"46" 0.173889107661705 46
"47" -0.984268864577001 47
"48" 0.840919692832771 48
"49" 0.377268100885046 49
"50" 0.336854216297515 50
"51" -0.454116280061002 51
"52" -0.40726612324086 52
"53" -1.6715429526589 53
"54" -1.04187405803907 54
"55" 0.323588289303039 55
"56" 1.14975954895447 56
"57" 0.0171332554787596 57
"58" 0.161986347220393 58
"59" -0.464751702541364 59
"60" 1.20841341295127 60
"61" -0.265783966688247 61
"62" 1.23497494782752 62
"63" -0.706445308314857 63
"64" 1.83119013248065 64
"65" 1.29042226248151 65
"66" -0.16039872451127 66
"67" 0.829893304513718 67
"68" -1.50151404008083 68
"69" 0.848930930987189 69
"70" 0.0193910733101177 70
"71" 0.608228702850377 71
"72" 0.981581312938354 72
"73" 1.11593982080978 73
"74" 0.880266218184851 74
"75" 0.561594141207086 75
"76" 1.13544567486885 76
"77" 0.730939900966142 77
"78" 0.747522200817432 78
"79" -0.452643504272949 79
"80" 0.0147539091500708 80
"81" 0.230509835753539 81
"82" 0.667623354561977 82
"83" 0.0561225798426274 83
"84" 0.346433371681006 84
"85" 0.987298319282589 85
"86" 1.33152926235869 86
"87" 0.761843185843799 87
"88" 1.20625114383234 88
"89" 0.475622836868151 89
"90" 0.786266809657901 90
"91" 0.0618552332370714 91
"92" 0.758763081862193 92
"93" 0.769611102376633 93
"94" -0.326034373160763 94
"95" -0.955070954992895 95
"96" 0.334741792368569 96
"97" -1.02355334757663 97
"98" 0.65391811048284 98
"99" -0.714557295130886 99
"100" 0.143680049080999 100
